,0
b-A1,0.49999999990711985
b-B1,0.4999999998619685
a-B1,0.4999999999289185
b-C1,0.49999999992175326
c-C1,0.49999999962431574
c-B1,0.4999999998948408
a-A1,-0.37311072409817825
b-C2,-0.3328245693275537
a-C1,-0.25322908366240043
a-C2,-0.30855589283113954
c-A1,-0.2786231294408876
