,0
a-B1,0.4999999999860981
a-B2,0.49999999991525124
a-C1,0.49999999998367795
a-A1,0.4999999994161588
d-B2,-0.31803713277093026
a-C2,0.4999999999617696
c-A1,-0.3249184525948211
b-B1,-0.33366214260645477
b-A1,-0.32560791352470253
